F1,Year,Artist Name,Track,Time,Genre,Date Entered,Date Peaked,Week,Ranking,Find Delta Date
617,2000,"Herndon, Ty",No Mercy,12/30/99 4:43,Country,3/18/00,5/6/00,x2nd.week,99,49
337,2000,"Braxton, Toni",He Wasn't Man Enough,12/30/99 4:21,Rock,3/18/00,5/6/00,x2nd.week,55,49
612,2000,"Hart, Beth",L.A. Song,12/30/99 3:47,Country,11/27/99,1/15/00,x2nd.week,100,49
482,2000,"Vassar, Phil",Carlene,12/30/99 4:07,Country,3/4/00,4/22/00,x2nd.week,67,49
483,2000,"Jackson, Alan",www.memory,12/30/99 2:36,Country,11/4/00,12/23/00,x2nd.week,59,49
411,2000,Savage Garden,Crash And Burn,12/30/99 4:41,Rock,4/8/00,5/27/00,x2nd.week,58,49
982,2000,Eminem,The Real Slim Shady,12/30/99 4:42,Rap,5/6/00,6/24/00,x4th.week,16,49
971,2000,"Braxton, Toni",He Wasn't Man Enough,12/30/99 4:21,Rock,3/18/00,5/6/00,x4th.week,39,49
128,2000,"Iglesias, Enrique",Rhythm Divine,12/30/99 7:35,Latin,12/4/99,1/22/00,x1st.week,90,49
43,2000,Eiffel 65,Blue (Da Ba Dee),12/30/99 3:29,Electronica,12/11/99,1/29/00,x1st.week,67,49
130,2000,Bon Jovi,It's My Life,12/30/99 3:44,Rock,8/12/00,9/30/00,x1st.week,64,49
962,2000,"Aguilera, Christina",What A Girl Wants,12/30/99 3:18,Rock,11/27/99,1/15/00,x4th.week,18,49
959,2000,Sisqo,Incomplete,12/30/99 3:52,Rock,6/24/00,8/12/00,x4th.week,61,49
201,2000,Shyne,Bad Boyz,12/30/99 4:22,Rap,9/9/00,10/28/00,x1st.week,94,49
136,2000,"Montgomery, John Michael",The Little Girl,12/30/99 3:52,Country,9/9/00,10/28/00,x1st.week,81,49
348,2000,Eminem,The Real Slim Shady,12/30/99 4:42,Rap,5/6/00,6/24/00,x2nd.week,32,49
591,2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,12/30/99 3:45,Country,9/23/00,11/11/00,x2nd.week,97,49
886,2000,"Walker, Clay","Live, Laugh, Love",12/30/99 4:06,Country,12/4/99,1/22/00,x3rd.week,94,49
497,2000,"Lopez, Jennifer",Feelin' Good,12/30/99 4:28,Latin,2/19/00,4/8/00,x2nd.week,79,49
145,2000,"Jean, Wyclef",911,12/30/99 4:00,Rap,10/7/00,11/25/00,x1st.week,77,49
831,2000,Da Brat,That's What I'm Looking For,12/30/99 3:44,Rap,2/26/00,4/15/00,x3rd.week,60,49
295,2000,"Hart, Beth",L.A. Song,12/30/99 3:47,Country,11/27/99,1/15/00,x1st.week,99,49
501,2000,"Houston, Whitney",Could I Have This Kiss Forever,12/30/99 3:54,Rock,6/17/00,8/5/00,x2nd.week,68,49
197,2000,Da Brat,That's What I'm Looking For,12/30/99 3:44,Rap,2/26/00,4/15/00,x1st.week,93,49
569,2000,"Walker, Clay","Live, Laugh, Love",12/30/99 4:06,Country,12/4/99,1/22/00,x2nd.week,95,49
8,2000,Sisqo,Incomplete,12/30/99 3:52,Rock,6/24/00,8/12/00,x1st.week,77,49
934,2000,"Herndon, Ty",No Mercy,12/30/99 4:43,Country,3/18/00,5/6/00,x3rd.week,99,49
401,2000,M2M,Don't Say You Love Me,12/30/99 3:41,Pop,11/20/99,1/8/00,x2nd.week,53,49
360,2000,Eiffel 65,Blue (Da Ba Dee),12/30/99 3:29,Electronica,12/11/99,1/29/00,x2nd.week,29,49
79,2000,"Thomas, Carl",I Wish,12/30/99 3:50,Rock,3/25/00,5/13/00,x1st.week,75,49
361,2000,"Badu, Erkyah",Bag Lady,12/30/99 5:03,Rock,8/19/00,10/7/00,x2nd.week,53,49
396,2000,"Thomas, Carl",I Wish,12/30/99 3:50,Rock,3/25/00,5/13/00,x2nd.week,64,49
11,2000,"Aguilera, Christina",What A Girl Wants,12/30/99 3:18,Rock,11/27/99,1/15/00,x1st.week,71,49
929,2000,"Hart, Beth",L.A. Song,12/30/99 3:47,Country,11/27/99,1/15/00,x3rd.week,98,49
165,2000,"Vassar, Phil",Carlene,12/30/99 4:07,Country,3/4/00,4/22/00,x1st.week,75,49
514,2000,Da Brat,That's What I'm Looking For,12/30/99 3:44,Rap,2/26/00,4/15/00,x2nd.week,73,49
227,2000,"Adkins, Trace",More,12/30/99 3:05,Country,4/29/00,6/17/00,x1st.week,84,49
74,2000,"Dixie Chicks, The",Goodbye Earl,12/30/99 4:19,Country,3/18/00,5/6/00,x1st.week,40,49
835,2000,Shyne,Bad Boyz,12/30/99 4:22,Rap,9/9/00,10/28/00,x3rd.week,90,49
166,2000,"Jackson, Alan",www.memory,12/30/99 2:36,Country,11/4/00,12/23/00,x1st.week,75,49
391,2000,"Dixie Chicks, The",Goodbye Earl,12/30/99 4:19,Country,3/18/00,5/6/00,x2nd.week,29,49
368,2000,"Spears, Britney",Oops!.. I Did It Again,12/30/99 3:30,Rock,4/22/00,6/10/00,x2nd.week,38,49
521,2000,"McGraw, Tim",Some Things Never Change,12/30/99 3:56,Country,5/13/00,7/1/00,x2nd.week,66,49
369,2000,"Backstreet Boys, The",Shape Of My Heart,12/30/99 3:49,Rock,10/14/00,12/2/00,x2nd.week,25,49
544,2000,"Adkins, Trace",More,12/30/99 3:05,Country,4/29/00,6/17/00,x2nd.week,84,49
20,2000,"Braxton, Toni",He Wasn't Man Enough,12/30/99 4:21,Rock,3/18/00,5/6/00,x1st.week,63,49
838,2000,"McGraw, Tim",Some Things Never Change,12/30/99 3:56,Country,5/13/00,7/1/00,x3rd.week,66,49
31,2000,Eminem,The Real Slim Shady,12/30/99 4:42,Rap,5/6/00,6/24/00,x1st.week,70,49
180,2000,"Lopez, Jennifer",Feelin' Good,12/30/99 4:28,Latin,2/19/00,4/8/00,x1st.week,79,49
908,2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,12/30/99 3:45,Country,9/23/00,11/11/00,x3rd.week,97,49
184,2000,"Houston, Whitney",Could I Have This Kiss Forever,12/30/99 3:54,Rock,6/17/00,8/5/00,x1st.week,74,49
739,2000,DMX,Party Up (Up In Here),12/30/99 3:45,Rap,2/26/00,4/22/00,x3rd.week,62,56
741,2000,"McGraw, Tim",My Next Thirty Years,12/30/99 3:37,Country,10/21/00,12/16/00,x3rd.week,56,56
732,2000,"Moore, Mandy",I Wanna Be With You,12/30/99 4:12,Pop,6/17/00,8/12/00,x3rd.week,54,56
743,2000,Alice Deejay,Better Off Alone,12/30/99 6:50,Electronica,4/8/00,6/3/00,x3rd.week,53,56
534,2000,M2M,Mirror Mirror,12/30/99 3:19,Pop,4/1/00,5/27/00,x2nd.week,87,56
426,2000,Alice Deejay,Better Off Alone,12/30/99 6:50,Electronica,4/8/00,6/3/00,x2nd.week,65,56
377,2000,"Martin, Ricky",She Bangs,12/30/99 4:02,Latin,10/7/00,12/2/00,x2nd.week,28,56
424,2000,"McGraw, Tim",My Next Thirty Years,12/30/99 3:37,Country,10/21/00,12/16/00,x2nd.week,62,56
269,2000,Ginuwine,The Best Man I Can Be,12/30/99 4:06,Rock,1/8/00,3/4/00,x1st.week,97,56
98,2000,"Moore, Mandy",I Wanna Be With You,12/30/99 4:12,Pop,6/17/00,8/12/00,x1st.week,69,56
706,2000,Kid Rock,Only God Knows Why,12/30/99 5:27,Rock,2/19/00,4/15/00,x3rd.week,46,56
0,2000,Destiny's Child,Independent Women Part I,12/30/99 3:38,Rock,9/23/00,11/18/00,x1st.week,78,56
903,2000,Ginuwine,The Best Man I Can Be,12/30/99 4:06,Rock,1/8/00,3/4/00,x3rd.week,83,56
264,2000,Jay-Z,Hey Papi,12/30/99 3:40,Rap,8/12/00,10/7/00,x1st.week,98,56
"1,011",2000,"Martin, Ricky",She Bangs,12/30/99 4:02,Latin,10/7/00,12/2/00,x4th.week,21,56
694,2000,"Martin, Ricky",She Bangs,12/30/99 4:02,Latin,10/7/00,12/2/00,x3rd.week,21,56
898,2000,Jay-Z,Hey Papi,12/30/99 3:40,Rap,8/12/00,10/7/00,x3rd.week,98,56
389,2000,Kid Rock,Only God Knows Why,12/30/99 5:27,Rock,2/19/00,4/15/00,x2nd.week,47,56
317,2000,Destiny's Child,Independent Women Part I,12/30/99 3:38,Rock,9/23/00,11/18/00,x2nd.week,63,56
422,2000,DMX,Party Up (Up In Here),12/30/99 3:45,Rap,2/26/00,4/22/00,x2nd.week,74,56
105,2000,DMX,Party Up (Up In Here),12/30/99 3:45,Rap,2/26/00,4/22/00,x1st.week,88,56
517,2000,"Adams, Yolanda",Open My Heart,12/30/99 5:30,Gospel,8/26/00,10/21/00,x2nd.week,76,56
318,2000,Santana,"Maria, Maria",12/30/99 4:18,Rock,2/12/00,4/8/00,x2nd.week,8,56
217,2000,M2M,Mirror Mirror,12/30/99 3:19,Pop,4/1/00,5/27/00,x1st.week,87,56
781,2000,Vitamin C,Graduation (Friends Forever),12/30/99 4:23,Rock,4/15/00,6/10/00,x3rd.week,54,56
163,2000,"Black, Clint",Been There,12/30/99 5:28,Country,2/19/00,4/15/00,x1st.week,87,56
783,2000,Lonestar,Smile,12/30/99 3:33,Country,12/18/99,2/12/00,x3rd.week,80,56
72,2000,Kid Rock,Only God Knows Why,12/30/99 5:27,Rock,2/19/00,4/15/00,x1st.week,63,56
834,2000,"Adams, Yolanda",Open My Heart,12/30/99 5:30,Gospel,8/26/00,10/21/00,x3rd.week,74,56
784,2000,"Rogers, Kenny",Buy Me A Rose,12/30/99 3:46,Country,3/11/00,5/6/00,x3rd.week,65,56
789,2000,"Walker, Clay",The Chain Of Love,12/30/99 5:03,Country,4/15/00,6/10/00,x3rd.week,57,56
158,2000,"Tippin, Aaron",Kiss This,12/30/99 2:53,Country,8/26/00,10/21/00,x1st.week,74,56
792,2000,"Tippin, Aaron",Kiss This,12/30/99 2:53,Country,8/26/00,10/21/00,x3rd.week,66,56
797,2000,"Black, Clint",Been There,12/30/99 5:28,Country,2/19/00,4/15/00,x3rd.week,62,56
464,2000,Vitamin C,Graduation (Friends Forever),12/30/99 4:23,Rock,4/15/00,6/10/00,x2nd.week,64,56
466,2000,Lonestar,Smile,12/30/99 3:33,Country,12/18/99,2/12/00,x2nd.week,80,56
467,2000,"Rogers, Kenny",Buy Me A Rose,12/30/99 3:46,Country,3/11/00,5/6/00,x2nd.week,72,56
155,2000,"Walker, Clay",The Chain Of Love,12/30/99 5:03,Country,4/15/00,6/10/00,x1st.week,73,56
1,2000,Santana,"Maria, Maria",12/30/99 4:18,Rock,2/12/00,4/8/00,x1st.week,15,56
472,2000,"Walker, Clay",The Chain Of Love,12/30/99 5:03,Country,4/15/00,6/10/00,x2nd.week,65,56
851,2000,M2M,Mirror Mirror,12/30/99 3:19,Pop,4/1/00,5/27/00,x3rd.week,94,56
60,2000,"Martin, Ricky",She Bangs,12/30/99 4:02,Latin,10/7/00,12/2/00,x1st.week,38,56
635,2000,Santana,"Maria, Maria",12/30/99 4:18,Rock,2/12/00,4/8/00,x3rd.week,6,56
634,2000,Destiny's Child,Independent Women Part I,12/30/99 3:38,Rock,9/23/00,11/18/00,x3rd.week,49,56
107,2000,"McGraw, Tim",My Next Thirty Years,12/30/99 3:37,Country,10/21/00,12/16/00,x1st.week,73,56
150,2000,"Rogers, Kenny",Buy Me A Rose,12/30/99 3:46,Country,3/11/00,5/6/00,x1st.week,79,56
149,2000,Lonestar,Smile,12/30/99 3:33,Country,12/18/99,2/12/00,x1st.week,89,56
475,2000,"Tippin, Aaron",Kiss This,12/30/99 2:53,Country,8/26/00,10/21/00,x2nd.week,72,56
109,2000,Alice Deejay,Better Off Alone,12/30/99 6:50,Electronica,4/8/00,6/3/00,x1st.week,79,56
147,2000,Vitamin C,Graduation (Friends Forever),12/30/99 4:23,Rock,4/15/00,6/10/00,x1st.week,81,56
415,2000,"Moore, Mandy",I Wanna Be With You,12/30/99 4:12,Pop,6/17/00,8/12/00,x2nd.week,63,56
581,2000,Jay-Z,Hey Papi,12/30/99 3:40,Rap,8/12/00,10/7/00,x2nd.week,100,56
480,2000,"Black, Clint",Been There,12/30/99 5:28,Country,2/19/00,4/15/00,x2nd.week,73,56
200,2000,"Adams, Yolanda",Open My Heart,12/30/99 5:30,Gospel,8/26/00,10/21/00,x1st.week,76,56
952,2000,Santana,"Maria, Maria",12/30/99 4:18,Rock,2/12/00,4/8/00,x4th.week,5,56
951,2000,Destiny's Child,Independent Women Part I,12/30/99 3:38,Rock,9/23/00,11/18/00,x4th.week,33,56
586,2000,Ginuwine,The Best Man I Can Be,12/30/99 4:06,Rock,1/8/00,3/4/00,x2nd.week,97,56
740,2000,"Dixie Chicks, The",Cowboy Take Me Away,12/30/99 4:51,Country,11/27/99,1/29/00,x3rd.week,70,63
186,2000,"Williams, Robbie",Angels,12/30/99 3:56,Rock,11/20/99,1/22/00,x1st.week,85,63
498,2000,"Urban, Keith",Your Everything,12/30/99 4:10,Country,7/15/00,9/16/00,x2nd.week,80,63
242,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,12/30/99 3:27,Country,9/16/00,11/18/00,x1st.week,98,63
876,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,12/30/99 3:27,Country,9/16/00,11/18/00,x3rd.week,93,63
138,2000,"Vassar, Phil",Just Another Day In Paradise,12/30/99 3:54,Country,9/30/00,12/2/00,x1st.week,81,63
735,2000,"Messina, Jo Dee",That's The Way,12/30/99 3:17,Country,6/24/00,8/26/00,x3rd.week,63,63
95,2000,Kandi,Don't Think I'm Not,12/30/99 3:50,Rock,8/5/00,10/7/00,x1st.week,66,63
733,2000,Dr. Dre,Forgot About Dre,12/30/99 3:42,Rap,1/22/00,3/25/00,x3rd.week,47,63
181,2000,"Urban, Keith",Your Everything,12/30/99 4:10,Country,7/15/00,9/16/00,x1st.week,81,63
729,2000,Kandi,Don't Think I'm Not,12/30/99 3:50,Rock,8/5/00,10/7/00,x3rd.week,66,63
133,2000,J-Shin,One Night Stand,12/30/99 4:34,R&B,12/25/99,2/26/00,x1st.week,96,63
132,2000,"Chesney, Kenny",I Lost It,12/30/99 3:54,Country,10/21/00,12/23/00,x1st.week,75,63
436,2000,"Paisley, Brad",We Danced,12/30/99 3:45,Country,10/14/00,12/16/00,x2nd.week,68,63
726,2000,Dr. Dre,The Next Episode,12/30/99 2:38,Rap,5/27/00,7/29/00,x3rd.week,58,63
129,2000,"Fabian, Lara",I Will Love Again,12/30/99 3:43,Pop,6/10/00,8/12/00,x1st.week,91,63
409,2000,Dr. Dre,The Next Episode,12/30/99 2:38,Rap,5/27/00,7/29/00,x2nd.week,67,63
290,2000,Limp Bizkit,Re-Arranged,12/30/99 4:08,Rock,12/4/99,2/5/00,x1st.week,91,63
749,2000,"McGraw, Tim",My Best Friend,12/30/99 4:33,Country,11/27/99,1/29/00,x3rd.week,71,63
607,2000,Limp Bizkit,Re-Arranged,12/30/99 4:08,Rock,12/4/99,2/5/00,x2nd.week,91,63
719,2000,SoulDecision,Faded,12/30/99 3:25,Rock,7/8/00,9/9/00,x3rd.week,81,63
54,2000,Ja Rule,Between Me And You,12/30/99 4:05,Rap,9/16/00,11/18/00,x1st.week,85,63
423,2000,"Dixie Chicks, The",Cowboy Take Me Away,12/30/99 4:51,Country,11/27/99,1/29/00,x2nd.week,72,63
92,2000,Dr. Dre,The Next Episode,12/30/99 2:38,Rap,5/27/00,7/29/00,x1st.week,78,63
412,2000,Kandi,Don't Think I'm Not,12/30/99 3:50,Rock,8/5/00,10/7/00,x2nd.week,66,63
753,2000,"Paisley, Brad",We Danced,12/30/99 3:45,Country,10/14/00,12/16/00,x3rd.week,52,63
99,2000,Dr. Dre,Forgot About Dre,12/30/99 3:42,Rap,1/22/00,3/25/00,x1st.week,75,63
101,2000,"Messina, Jo Dee",That's The Way,12/30/99 3:17,Country,6/24/00,8/26/00,x1st.week,78,63
119,2000,"Paisley, Brad",We Danced,12/30/99 3:45,Country,10/14/00,12/16/00,x1st.week,71,63
446,2000,"Fabian, Lara",I Will Love Again,12/30/99 3:43,Pop,6/10/00,8/12/00,x2nd.week,80,63
820,2000,"Williams, Robbie",Angels,12/30/99 3:56,Rock,11/20/99,1/22/00,x3rd.week,69,63
988,2000,N'Sync,This I Promise You,12/30/99 4:23,Rock,9/30/00,12/2/00,x4th.week,15,63
989,2000,Ruff Endz,No More,12/30/99 3:56,Rock,7/1/00,9/2/00,x4th.week,17,63
115,2000,"McGraw, Tim",My Best Friend,12/30/99 4:33,Country,11/27/99,1/29/00,x1st.week,85,63
374,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),12/30/99 3:50,Rap,10/28/00,12/30/00,x2nd.week,45,63
371,2000,Ja Rule,Between Me And You,12/30/99 4:05,Rap,9/16/00,11/18/00,x2nd.week,74,63
354,2000,N'Sync,This I Promise You,12/30/99 4:23,Rock,9/30/00,12/2/00,x2nd.week,31,63
476,2000,SheDaisy,I Will.. But,12/30/99 3:40,Country,7/15/00,9/16/00,x2nd.week,74,63
355,2000,Ruff Endz,No More,12/30/99 3:56,Rock,7/1/00,9/2/00,x2nd.week,38,63
763,2000,"Fabian, Lara",I Will Love Again,12/30/99 3:43,Pop,6/10/00,8/12/00,x3rd.week,75,63
449,2000,"Chesney, Kenny",I Lost It,12/30/99 3:54,Country,10/21/00,12/23/00,x2nd.week,67,63
106,2000,"Dixie Chicks, The",Cowboy Take Me Away,12/30/99 4:51,Country,11/27/99,1/29/00,x1st.week,79,63
766,2000,"Chesney, Kenny",I Lost It,12/30/99 3:54,Country,10/21/00,12/23/00,x3rd.week,61,63
152,2000,"Strait, George",Go On,12/30/99 3:48,Country,8/26/00,10/28/00,x1st.week,71,63
153,2000,Sisqo,Got To Get It,12/30/99 3:52,Rock,11/20/99,1/22/00,x1st.week,92,63
691,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),12/30/99 3:50,Rap,10/28/00,12/30/00,x3rd.week,35,63
767,2000,J-Shin,One Night Stand,12/30/99 4:34,R&B,12/25/99,2/26/00,x3rd.week,69,63
450,2000,J-Shin,One Night Stand,12/30/99 4:34,R&B,12/25/99,2/26/00,x2nd.week,96,63
815,2000,"Urban, Keith",Your Everything,12/30/99 4:10,Country,7/15/00,9/16/00,x3rd.week,73,63
503,2000,"Williams, Robbie",Angels,12/30/99 3:56,Rock,11/20/99,1/22/00,x2nd.week,77,63
470,2000,Sisqo,Got To Get It,12/30/99 3:52,Rock,11/20/99,1/22/00,x2nd.week,76,63
85,2000,SoulDecision,Faded,12/30/99 3:25,Rock,7/8/00,9/9/00,x1st.week,94,63
402,2000,SoulDecision,Faded,12/30/99 3:25,Rock,7/8/00,9/9/00,x2nd.week,90,63
469,2000,"Strait, George",Go On,12/30/99 3:48,Country,8/26/00,10/28/00,x2nd.week,67,63
688,2000,Ja Rule,Between Me And You,12/30/99 4:05,Rap,9/16/00,11/18/00,x3rd.week,61,63
924,2000,Limp Bizkit,Re-Arranged,12/30/99 4:08,Rock,12/4/99,2/5/00,x3rd.week,90,63
455,2000,"Vassar, Phil",Just Another Day In Paradise,12/30/99 3:54,Country,9/30/00,12/2/00,x2nd.week,81,63
432,2000,"McGraw, Tim",My Best Friend,12/30/99 4:33,Country,11/27/99,1/29/00,x2nd.week,76,63
772,2000,"Vassar, Phil",Just Another Day In Paradise,12/30/99 3:54,Country,9/30/00,12/2/00,x3rd.week,76,63
418,2000,"Messina, Jo Dee",That's The Way,12/30/99 3:17,Country,6/24/00,8/26/00,x2nd.week,67,63
416,2000,Dr. Dre,Forgot About Dre,12/30/99 3:42,Rap,1/22/00,3/25/00,x2nd.week,55,63
37,2000,N'Sync,This I Promise You,12/30/99 4:23,Rock,9/30/00,12/2/00,x1st.week,68,63
672,2000,Ruff Endz,No More,12/30/99 3:56,Rock,7/1/00,9/2/00,x3rd.week,19,63
57,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),12/30/99 3:50,Rap,10/28/00,12/30/00,x1st.week,58,63
"1,005",2000,Ja Rule,Between Me And You,12/30/99 4:05,Rap,9/16/00,11/18/00,x4th.week,37,63
38,2000,Ruff Endz,No More,12/30/99 3:56,Rock,7/1/00,9/2/00,x1st.week,76,63
671,2000,N'Sync,This I Promise You,12/30/99 4:23,Rock,9/30/00,12/2/00,x3rd.week,19,63
"1,008",2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),12/30/99 3:50,Rap,10/28/00,12/30/00,x4th.week,26,63
793,2000,SheDaisy,I Will.. But,12/30/99 3:40,Country,7/15/00,9/16/00,x3rd.week,70,63
559,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,12/30/99 3:27,Country,9/16/00,11/18/00,x2nd.week,93,63
786,2000,"Strait, George",Go On,12/30/99 3:48,Country,8/26/00,10/28/00,x3rd.week,63,63
159,2000,SheDaisy,I Will.. But,12/30/99 3:40,Country,7/15/00,9/16/00,x1st.week,78,63
787,2000,Sisqo,Got To Get It,12/30/99 3:52,Rock,11/20/99,1/22/00,x3rd.week,73,63
459,2000,"Jackson, Alan",It Must Be Love,12/30/99 2:53,Country,6/24/00,9/2/00,x2nd.week,74,70
790,2000,"McBride, Martina",Love's The Only House,12/30/99 5:13,Country,2/5/00,4/15/00,x3rd.week,65,70
785,2000,"Lawrence, Tracy",Lessons Learned,12/30/99 2:55,Country,1/29/00,4/8/00,x3rd.week,61,70
195,2000,"Chesney, Kenny",What I Need To Do,12/30/99 4:05,Country,4/1/00,6/10/00,x1st.week,79,70
322,2000,Janet,Doesn't Really Matter,12/30/99 4:17,Rock,6/17/00,8/26/00,x2nd.week,52,70
162,2000,"Jackson, Alan",Pop A Top,12/30/99 3:04,Country,11/13/99,1/22/00,x1st.week,79,70
796,2000,"Jackson, Alan",Pop A Top,12/30/99 3:04,Country,11/13/99,1/22/00,x3rd.week,70,70
59,2000,Filter,Take A Picture,12/30/99 4:23,Rock,11/27/99,2/5/00,x1st.week,91,70
512,2000,"Chesney, Kenny",What I Need To Do,12/30/99 4:05,Country,4/1/00,6/10/00,x2nd.week,74,70
458,2000,Lucy Pearl,Dance Tonight,12/30/99 3:45,R&B,5/20/00,7/29/00,x2nd.week,75,70
776,2000,"Jackson, Alan",It Must Be Love,12/30/99 2:53,Country,6/24/00,9/2/00,x3rd.week,68,70
775,2000,Lucy Pearl,Dance Tonight,12/30/99 3:45,R&B,5/20/00,7/29/00,x3rd.week,63,70
156,2000,"McBride, Martina",Love's The Only House,12/30/99 5:13,Country,2/5/00,4/15/00,x1st.week,79,70
88,2000,Vertical Horizon,You're A God,12/30/99 3:45,Rock,8/26/00,11/4/00,x1st.week,64,70
321,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),12/30/99 3:38,Rock,8/5/00,10/14/00,x2nd.week,47,70
"1,010",2000,Filter,Take A Picture,12/30/99 4:23,Rock,11/27/99,2/5/00,x4th.week,52,70
16,2000,"Carey, Mariah",Thank God I Found You,12/30/99 4:14,Rock,12/11/99,2/19/00,x1st.week,82,70
650,2000,"Carey, Mariah",Thank God I Found You,12/30/99 4:14,Rock,12/11/99,2/19/00,x3rd.week,50,70
507,2000,"Hill, Faith",Let's Make Love,12/30/99 4:11,Rap,8/12/00,10/21/00,x2nd.week,83,70
803,2000,Ideal,Whatever,12/30/99 3:48,R&B,6/10/00,8/19/00,x3rd.week,67,70
421,2000,Da Brat,What'Chu Like,12/30/99 3:57,Rap,6/3/00,8/12/00,x2nd.week,65,70
505,2000,"Keith, Toby",Country Comes To Town,12/30/99 3:39,Country,8/5/00,10/14/00,x2nd.week,78,70
169,2000,Ideal,Whatever,12/30/99 3:48,R&B,6/10/00,8/19/00,x1st.week,75,70
468,2000,"Lawrence, Tracy",Lessons Learned,12/30/99 2:55,Country,1/29/00,4/8/00,x2nd.week,73,70
639,2000,Janet,Doesn't Really Matter,12/30/99 4:17,Rock,6/17/00,8/26/00,x3rd.week,43,70
142,2000,"Jackson, Alan",It Must Be Love,12/30/99 2:53,Country,6/24/00,9/2/00,x1st.week,76,70
473,2000,"McBride, Martina",Love's The Only House,12/30/99 5:13,Country,2/5/00,4/15/00,x2nd.week,69,70
151,2000,"Lawrence, Tracy",Lessons Learned,12/30/99 2:55,Country,1/29/00,4/8/00,x1st.week,80,70
693,2000,Filter,Take A Picture,12/30/99 4:23,Rock,11/27/99,2/5/00,x3rd.week,64,70
922,2000,Madison Avenue,Don't Call Me Baby,12/30/99 3:44,Electronica,7/8/00,9/16/00,x3rd.week,93,70
765,2000,"Evans, Sara",Born To Fly,12/30/99 5:36,Country,10/21/00,12/30/00,x3rd.week,64,70
5,2000,Janet,Doesn't Really Matter,12/30/99 4:17,Rock,6/17/00,8/26/00,x1st.week,59,70
104,2000,Da Brat,What'Chu Like,12/30/99 3:57,Rap,6/3/00,8/12/00,x1st.week,71,70
698,2000,Third Eye Blind,Never Let You Go,12/30/99 3:57,Rock,1/22/00,4/1/00,x3rd.week,25,70
829,2000,"Chesney, Kenny",What I Need To Do,12/30/99 4:05,Country,4/1/00,6/10/00,x3rd.week,68,70
899,2000,Fatboy Slim,The Rockafeller Skank,12/30/99 4:00,Electronica,11/13/99,1/22/00,x3rd.week,94,70
448,2000,"Evans, Sara",Born To Fly,12/30/99 5:36,Country,10/21/00,12/30/00,x2nd.week,71,70
333,2000,"Carey, Mariah",Thank God I Found You,12/30/99 4:14,Rock,12/11/99,2/19/00,x2nd.week,68,70
265,2000,Fatboy Slim,The Rockafeller Skank,12/30/99 4:00,Electronica,11/13/99,1/22/00,x1st.week,94,70
756,2000,"Keith, Toby",How Do You Like Me Now?!,12/30/99 3:29,Country,1/29/00,4/8/00,x3rd.week,59,70
414,2000,Goo Goo Dolls,Broadway,12/30/99 3:54,Rock,4/22/00,7/1/00,x2nd.week,58,70
376,2000,Filter,Take A Picture,12/30/99 4:23,Rock,11/27/99,2/5/00,x2nd.week,74,70
754,2000,Lonestar,What About Now,12/30/99 3:30,Country,6/10/00,8/19/00,x3rd.week,66,70
479,2000,"Jackson, Alan",Pop A Top,12/30/99 3:04,Country,11/13/99,1/22/00,x2nd.week,73,70
120,2000,Lonestar,What About Now,12/30/99 3:30,Country,6/10/00,8/19/00,x1st.week,78,70
582,2000,Fatboy Slim,The Rockafeller Skank,12/30/99 4:00,Electronica,11/13/99,1/22/00,x2nd.week,94,70
122,2000,"Keith, Toby",How Do You Like Me Now?!,12/30/99 3:29,Country,1/29/00,4/8/00,x1st.week,77,70
220,2000,"Blige, Mary J.",Deep Inside,12/30/99 5:26,Rock,11/13/99,1/22/00,x1st.week,83,70
822,2000,"Keith, Toby",Country Comes To Town,12/30/99 3:39,Country,8/5/00,10/14/00,x3rd.week,75,70
190,2000,"Hill, Faith",Let's Make Love,12/30/99 4:11,Rap,8/12/00,10/21/00,x1st.week,83,70
538,2000,"Price, Kelly",You Should've Told Me,12/30/99 3:12,Rock,9/23/00,12/2/00,x2nd.week,91,70
537,2000,"Blige, Mary J.",Deep Inside,12/30/99 5:26,Rock,11/13/99,1/22/00,x2nd.week,80,70
288,2000,Madison Avenue,Don't Call Me Baby,12/30/99 3:44,Electronica,7/8/00,9/16/00,x1st.week,98,70
486,2000,Ideal,Whatever,12/30/99 3:48,R&B,6/10/00,8/19/00,x2nd.week,75,70
824,2000,"Hill, Faith",Let's Make Love,12/30/99 4:11,Rap,8/12/00,10/21/00,x3rd.week,73,70
967,2000,"Carey, Mariah",Thank God I Found You,12/30/99 4:14,Rock,12/11/99,2/19/00,x4th.week,50,70
439,2000,"Keith, Toby",How Do You Like Me Now?!,12/30/99 3:29,Country,1/29/00,4/8/00,x2nd.week,72,70
722,2000,Vertical Horizon,You're A God,12/30/99 3:45,Rock,8/26/00,11/4/00,x3rd.week,43,70
97,2000,Goo Goo Dolls,Broadway,12/30/99 3:54,Rock,4/22/00,7/1/00,x1st.week,74,70
