,Company Name,Job Summary,Job Title,Location,Salary Class
1849,Albin Engineering,"Leverage your data analysis experience in data mining, data modeling, machine learning and algorithms to define new analysis techniques and methods....",Data Analyst - Big Data / Hadoop,"Richardson, TX",Low
1850,I2 Infotech,Experience in using statistical modeling and distributed machine learning algorithms on large data sets. Knowledge in Distributed Processing Framework for large...,DATA SCIENTIST - Hadoop,"Irving, TX",Low
1851,Next Health,"Quality Assurance/Quality Control (QA/QC) Scientist. Ability to analyze different types of data, troubleshoot problems, and ensure quality....",Quality Assurance/Quality Control (QA/QC) Scientist,"Dallas, TX 75240 (Far North area)",Low
1852,PepsiCo,Interpret complex data and relate research impact to the business. Ability to communicate data and insights to cross functional partners....,R&D Sr Scientist - Sensory,"Plano, TX",Low
1853,Children's Medical Center,Ability to work with enterprise software to extract and manipulate data for reporting and/or analysis. The Research Accounting Analyst is responsible for...,"Research Accounting Analyst Dallas, TX","Dallas, TX",Low
1854,KellyMitchell,Performs data studies of new and diverse data sources. Strategizes new uses for data and its interaction with data design....,Data Scientist,"Plano, TX",Low
1855,Pieces Technologies,"Identifies systematic problems with data and software. Responsible for data scoping, exploration, identification, extraction, cleaning, applying logics or other...",Data Scientist,"Dallas, TX 75247 (Northwest Dallas area)",Low
1856,Verizon,Principal Data Scientist is part of a leading-edge predictive and prescriptive analytics team responsible for....,Principal Data Analyst - Supply Chain,"Irving, TX 75038",Low
1857,UT Southwestern Medical Center,"Develop software and methods to explore, analyze and visualize biological data sets including genomic, imaging and protein structure data....",Computational Scientist- Bioinformatics,"Dallas, TX 75390 (Northeast Dallas area)",Low
1858,nextSource,"2 Years experience in Data analysis and reporting:. Some questionnaire design and development, data analysis, development of findings and presentation to...",Market Research Analyst,"Plano, TX",Low
1859,Flood,Part Time Flood Map Research Analyst - 14495 Description ESSENTIAL DUTIES AND RESPONSIBILITIES Accurate and efficient completion of orders. Obtain and,Part Time Flood Map Research Analyst,"Arlington, TX",Low
1860,GM Financial,"Work closely with data scientists, data architects, ETL developers, other IT counterparts, and business partners to identify, capture, collect, and format data...",Lead Data Engineer - Search Engine and NLP,"Arlington, TX",Low
1862,"Parkland Center for Clinical Innovation Dallas, Te...",Health Services Research Scientists (multiple openings). Parkland Center for Clinical Innovation (PCCI) invites candidates to join an elite team of HSR...,Health Services Research Scientists (multiple openings),"Dallas, TX",Low
1863,YASMESOFT,Business Data Analyst â€“ Mobile Devices to join our Data Sciences team. Business Data Analyst â€“ Mobile Devices*....,Business Data Analyst,"Dallas, TX",Low
1864,Profiles,"2 years experience in Data analysis and reporting:. Data query, statistical analysis, writing/presentation of detailed reports/presentations - 3 years of...",Market Research Analyst,"Plano, TX",Low
1865,"InfoVision, Inc.","Data Scientist with (Hadoop, R, Spark, python):. Data Scientist with (Hadoop, R, Spark, python) Experience*. Work with large sets of data....","Data Scientist with (Hadoop, R, Spark, python) Experience -...","Irving, TX",Low
1866,Accentvision Technology Inc,"_Candidates with analytics exp, data scientist background, billing experience will be preferred_. Need LinkedIn profile*....",Java Scala Developer (SOW Project),"Irving, TX",Low
1867,Alcatel-Lucent,Assistance to troubleshoot and analyze the data. Process and Tool Data quality Analysis â€“ support central to ensure good data quality of tool information is in...,SalesForce Support Co-op,"Plano, TX",Low
1869,"ATR International, Inc.","We are seeking an Associate Scientist I for a very important client. Design experiments and testing schemes, analyze data, write protocols and reports and...",Associate Scientist,"Irving, TX 75038",Low
1871,"Carrington Mortgage Services, LLC","FOUNDED IN 2003 , Carrington has evolved from a mortgage credit asset manager into a vertically-integrated financial services company that covers virtually",Sr. Research & Recovery Analyst,"Plano, TX",Low
1872,Techead,"2 Years experience in Data analysis and reporting:. Some questionnaire design and development, data analysis, development of findings and presentation to...",Market Research Analyst,"Plano, TX",Low
1873,AT&T,"Interacts with data scientists and industry experts to understand how data needs to be converted, loaded and presented Our mission....",Senior Big Data Software Eng (Plano TX),"Plano, TX",Low
1874,KPMG,"Work with data scientist to identify data needs, sources, and structure to support client issues problem solving....","Director, Data & Analytics Consultant","Dallas, TX 75287 (Far North area)",Low
1875,Nationstar Mortgage,The Senior Research Resolution Analyst position will include all of the same responsibilities as the Analyst position and will also take on advanced job,Research Resolution Analyst Sr,"Irving, TX 75063",Low
1876,HMS,Requisition Title : RFP Research Analyst ( 16001072 ) The RFP Research Analyst should proactively support the research requirements relating to,RFP Research Analyst,"Irving, TX",Low
1877,RealPage,Gather data from internal and external systems to substantiate or negate client claims or dispute and prepare client facing responses....,Accounts Receivable Research Analyst,"Carrollton, TX 75007",Low
1878,AT&T,"Works with the raw data, cleanses it and finally polishes it to the format where it can be consumed by Data Scientists to create critical insights....",Principal Big Data Software Engineer,"Plano, TX",Low
1879,Capital One,"Here youll find designers, hackers, rockers, artists, entrepreneurs, and data scientists. Effectively and intelligently influence the iteration of designs by...",User Experience Researcher,"Plano, TX",Low
1880,Baylor Scott & White Health,"Reviews data for completion and quality control, and prepares data for further analysis. Collaborates with the principle investigator to establish and implement...",Research Enrollment Analyst -- OB/Gyn Research,"Dallas, TX 75215 (South Boulevard-Park Row area)",Low
1881,Children's Medical Center,"Compare data from different sources to draw conclusions; In addition, the Biorepository Scientist will be responsible for all aspects of Federal regulatory...",Biorepository Specialist,"Dallas, TX",Low
1882,Baylor Scott & White Health,"Retrieves and organizes data into required reporting formats. Prepares, balances, compiles, and enters budget data into financial applications....",Research Financial Analyst II,"Dallas, TX 75215 (South Boulevard-Park Row area)",Low
1883,2M Research Services,We are seeking a Senior Survey Sampling Statistician to support work for our Federal clients. Specific job duties will include developing sample designs,Senior Survey Sampling Statistician,"Arlington, TX 76010 (East area)",Low
1884,Remington Hotels,"Ability to prepare and analyze complex data and ability to communicate Data Governance concepts such as Reference Data, Data Dictionary, Business Glossary, and...",Master Data / Business Analysis Manager,"Dallas, TX 75254 (Far North area)",Low
1885,Baylor Scott & White Health,"1 Inpatient quality data. 3 Physician, and patient satisfaction data. Support to include data manipulation, analysis and reporting using SAS....",Statistical Programmer,"Dallas, TX 75215 (South Boulevard-Park Row area)",Low
1886,Chobanian Group,Collaborate with data scientists to rapidly develop proof-of-concepts. The Principal Consultant will also possess the leadership aptitude and ability to oversee...,Senior Analytics Consultant,"Dallas, TX",Low
1887,Kestra Financial,A successful independent financial advisory firm is currently looking for a career-driven research analyst. The financial research analyst is a critical part,Financial Research Analyst,"Dallas, TX",Low
1889,Rangam Consultants Inc.,Verifies instrument functioning by checking and calibrating specific lab instruments and documents data. 2nd Shift R&D testing position requiring execution of...,Clinical Scientist,"Irving, TX 75038",Low
1890,Alcatel-Lucent,"Identify process and system improvement opportunities by monitoring existent metrics, analyzing data and partnering with internal teams....",Business Analyst for Partners - Co-op,"Plano, TX",Low
1891,Christus Health,The Data Scientists will work closely with system and facility leadership; Conducts advanced data analysis and highly complex designs algorithm....,Statistician,"Irving, TX 75038",Low
1892,AT&T,"Expert knowledge of machine learning, big data and real-time analytics. We are looking for a Principal Member of Technical Staff to work in our Wireless Network...",Principal Member of Technical Staff Data Scientist,"Dallas, TX",Low
1893,North shore Staffing Group,Business Data Analyst â€“ Mobile Devices to join their Data Sciences team. Works with data scientist and technology team to identify device-related parameters and...,Business Data Analyst,"Dallas, TX",Low
1894,Vertical Nerve Inc.,"Most importantly, you should think like a scientist (hypothesize, design, test, measure, etc). Vertical Nerve, a digital optimization agency in Dallas, TX, is...",Conversion Optimization Specialist,"Dallas, TX",Low
1897,KPMG,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Eight years of professional experience working as a Data...","Manager - Data Scientist, Big Data - State & Local Governmen...","Dallas, TX 75287 (Far North area)",Low
1898,Open Systems Technologies,Experience in solutions that leverage distributed processing of large data sets (e.g. Support analytics team in analyzing internal and external data sources and...,Big Data Analysis,"Irving, TX 75063",Low
1899,KPMG,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Five years of professional experience working as a Data...","Sr Associate Data Scientist, Big Data - State & Local Govern...","Dallas, TX 75287 (Far North area)",Low
1900,VWR,"Answers all calls from customers (internal and external) inquiring about product technical data, price quotes and availability....",Estimator I Job,"Irving, TX",Low
1901,Workway,"Job Description: Responsible for designing, building ,and implementing predictive models to optimize key business decisions and processes for the purpose of",Quantitative Analyst,"Irving, TX 75062",Low
1902,Children's Medical Center,Compare data from different sources to draw conclusions; This position supports the Director of Health Literacy and the Injury Prevention Service by developing...,Injury prevention â€“ Research Scientist,"Dallas, TX",Low
1903,Santander Consumer USA,Demonstrated ability to use SQL and SAS to extract data from multiple data sources. Prior experience working with credit bureau data....,Sr. Statistician,"Dallas, TX",Low
1904,"Peloton Therapeutics, Inc.",Opportunities to generate data for formulating new. This is an exciting opportunity for a highly motivated....,Scientist (Cellular Immunology),"Dallas, TX 75235 (Love Field area)",Low
1906,2M Research Services,"Candidates should have 10 or more years of experience conducting qualitative research, and substantial experience and expertise using qualitative data analysis...",Senior Qualitative Research Analyst,"Arlington, TX 76010 (East area)",Low
1908,Collaborative,Verifies instrument functioning by checking and calibrating specific lab instruments and documents data. 2nd Shift R&D testing position requiring execution of...,Clinical Scientist,"Irving, TX 75038",Low
1909,KPMG,"Work with data scientist to identify data needs, sources, and structure to support client issues problem solving....","Manager, Data & Analytics Consultant","Dallas, TX 75287 (Far North area)",Low
1910,Lhoist,"Strong computer skills -- running equipment and managing data. Experience in sample preparation, testing, interpretation of data and reporting in at least one...",Applications Scientist,"Irving, TX",Low
1911,The Recruiting Division,Create data derivation and linkage through algorithm and/or data rules. Act as a consultant to EDGâ€™s data management and data technology teams....,Data Scientist,"Dallas, TX 75201 (City Center District area)",Low
1912,UT Southwestern Medical Center,Collects and organizes research data for project reports. Records and evaluates data obtained from work assignments for use in scientific papers....,Research Assistant I- Radiology,"Dallas, TX 75390 (Northeast Dallas area)",Low
1913,UT Southwestern Medical Center,"Security This position is security-sensitive and subject to Texas Education Code 51.215, which authorizes UT Southwestern to obtain criminal history record",Compliance Analyst III - Research & Academics,"Dallas, TX 75390 (Northeast Dallas area)",Low
1914,3coast,VP - Predictive Modeling / Data Scientist. Handle missing data through an algorithmic approach such as multiple imputations to enable insights in sparse and...,VP - Predictive Modeling / Data Scientist,"Dallas, TX",Low
1915,FTI Medical Solutions,"Candidate must have experience certifying data, reviewing and releasing results. A Certifying Scientist is needed for a laboratory in Dallas....","Certifying Scientist, Dallas Opportunity","Dallas, TX",Low
1916,Capital One,"Here youll find designers, hackers, rockers, artists, entrepreneurs, and data scientists. Effectively and intelligently influence the iteration of designs by...",User Experience Researcher (F),"Plano, TX",Low
1917,Aquent Staffing,"2 Years experience in Data analysis and reporting:. Data query, statistical analysis, writing/presentation of detailed reports/presentations to a variety of...",Marketing Research Analyst,"Plano, TX",Low
1918,Daisy Brand,Evaluate data for accuracy and precision. Lead projects and collaborate with other scientists in a team environment....,Research Scientist,"Garland, TX",Low
1919,2M Research Services,This position will be responsible for designing and conducting statistical analyses on data collected from complex sample designs as well as large scale...,Senior Statistician,"Arlington, TX 76010 (East area)",Low
1920,Boy Scouts of America,"Identifies, monitors, provides analysis, and interprets collected data. Ability to work with and decipher large amounts of data....",Senior Research Analyst,"Irving, TX 75038",Low
1921,Triune Infomatics Inc,"Perform data studies and data discovery around new data sources or new uses for existing data sources. Design and build large and complex data sets, from...",Senior Data Scientist,"Plano, TX 75075",Low
1922,Workbridge Associates,"A quickly company in Addison, Texas is looking for a talented React.js Developer to join their team! Their product is a one of a kind platform using cutting",React.js Developer - Machine Learning,"Addison, TX",Low
1923,"SilverXis, Inc.","Must have experience gathering business requirements for advanced analytics teams (Data Engineers, Data Scientists) and building the necessary use cases....",Business Analyst,"Irving, TX 75063",Low
1924,Abbott Laboratories,Use technical data that interacts with multiple areas and processes. Independent technical data and insight to support risk management evaluation and assessment...,Senior Scientist Technical Support,"Irving, TX 75038",Low
1925,Sabre,"Work directly with data scientists and BI developers to create new insights using data to formulate descriptive, predictive and prescriptive analytic solutions....",Principal Usability,"Dallas-Fort Worth, TX",Low
1926,Steele Careers,"As the Data Analyst you will:. Data Analyst Market - Research Analyst. Be responsible for monitoring master data in a business system platform(SAP), you will...",Data Analyst Market - Research Analyst,"Grapevine, TX",Low
1927,Capital One,"Data Science Manager. Writing software to clean and investigate large, messy data sets of numerical and textual data....",Data Science Manager,"Plano, TX",Low
1928,R&D Product Development,Proven experience in supervising or overseeing the work of lower level Scientists. Interprets valid and reliable data to clearly communicate results and...,Assoc Principal Scientist CPI (Consumer & Product Insights),"Addison, TX 75001",Low
1929,SCIITS,"Tableau Data Scientist DeveloperIrving, TX*Locals Preferred for F2F*Work Samples MandatoryData Visualization:....",Sr. Data Scientist,"Irving, TX 75015",Low
1930,Stifel Nicolaus,Candidate will be responsible for building and updating comp sheets and managing the databases and electronic data services (i.e....,Associate Research Analyst II in Internet,"Dallas, TX",Low
1931,Axelon Services Corporation,Data wranglers coordinate the movement of data from original data sources into data lakes for use in data analytics projects and applications including:....,Data Wrangler,"Plano, TX 75075",Low
1932,Technocraft Solutions LLC,Works with Product Owners and Data Scientists to anticipate and support research and data needs with a focus on empowered self-service to these key constituents...,Sr BI/DW Engineer,"Dallas, TX",Low
1933,"HumCap, Inc.","Minimum five years professional hands-on experience with analysis, interpretation and reporting through roles such as Data Analyst, Data Scientist, Engineer, or...",Data Scientist,"Richardson, TX",Low
1934,VIVA USA Inc,Preparing data for communication to engineers and scientists; Follow-up on lab results and provide to engineers and scientists....,R&D Technician,"Plano, TX",Low
1935,Healthmine Services,"Work closely and collaboratively with product managers, other designers, developers, data scientists, and marketers....",Front End Developer,"Dallas, TX 75219 (Oak Lawn area)",Low
1936,KPMG,"Eight years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...","Manager - Data Scientist, Big Data","Dallas, TX 75287 (Far North area)",Low
1937,KPMG,"Five years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...","Sr Associate Data Scientist, Big Data","Dallas, TX 75287 (Far North area)",Low
1938,Daisy Brand,"Analyze data and help plants monitor adherence to specifications. This person will support Plant QC Managers, Manufacturing Systems Engineers and Scientists,...",Quality Assurance and Manufacturing Specialist,"Dallas, TX 75251 (North Dallas area)",Low
1939,Liquid Analytics,Expert in the use of Open APIs and microservices design patterns as well as a proven ability to implement complex algorithms and data structures....,"Software Engineer, Cloud","Dallas, TX",Low
1940,Capital One,"Here youll find designers, hackers, rockers, artists, entrepreneurs, and data scientists. Visualize complex sets of data in ways that are easy to comprehend....",Experience Designer,"Plano, TX",Low
1941,L-3 Communications,Are you a data scientist or software engineer who loves automating the distillation of massive amounts of data down into understandable nuggets of information?...,Data Analytics Engineer,"Rockwall, TX 75032",Low
1942,Parkland Health & Hospital System,"Must have experience preparing scientific publications, including summarizing and interpreting complex clinical data....",Physician Scientist PCCI,"Dallas, TX",Low
1943,Baylor Scott & White Health,Produces patentable data. Is responsible for the scientific integrity of all data generated and assures that the data is recorded in laboratory notebooks...,"Assistant Investigator: Cancer Genetics, Epigenetics and Bio...","Dallas, TX 75215 (South Boulevard-Park Row area)",Low
1945,All-In Analytics,"SAS, SQL, Data Mining, Credit Risk Analysis, Insights, Credit Risk Modeling, Statistical Modeling, Mathematical Modeling, Credit Origination Modeling, Customer...",Sr. Risk Statistician,"Dallas, TX",Low
1947,VTRAC Consulting Corporation,Data Scientist Requirements â€¢ 5+ years hands on experience leading development of insights leveraging statistical models and visual analytics....,Senior Business / Systems Analyst,"Irving, TX",Low
1948,Texas Health Resources,Medical Laboratory Scientist. Perform quality control studies to ensure accuracy of clinical data; Medical Laboratory Scientist certification from the American...,Medical Lab Scientist,"Dallas, TX 75202 (City Center District area)",Low
1949,Liquid Analytics,You are a true Software Engineer Computer Scientist. The candidate has a strong math and data background. You have strong Cloud DevOps skills including data...,"Software Engineer, Java","Dallas, TX",Low
1950,Fahrenheit IT Staffing & Consulting,"2 Years experience in Data analysis and reporting:. Data query, statistical analysis, writing/presentation of detailed reports/presentations to a variety of...",Market Research Analyst,"Plano, TX",Low
1951,Capital One,"Manager, Data Analytics to lead its adoption of big data tools and other developing data technologies, both proprietary and open-source....",Sr Manager - Data Analysis,"Plano, TX",Low
1952,Metabyte,Experience with Microsoft Excel data analysis and charting. More troubleshooting and data analysis than the technicians on the team....,Laboratory Scientist,"Irving, TX",Low
1953,Kleinfelder,Must synthesize disparate data from multiple sources into coherent documents. Kleinfelder's is seeking a Marketing Pursuit Leader to support our Business...,Marketing Pursuit Leader (A/E Firm),"Irving, TX",Low
1954,Abbott Laboratories,"Acceptance criteria, analyzes data, write data summaries in accordance with governing procedures. Presents, delivers and interprets information amongst product...","Sr. Project Manager, Automation Engineering","Irving, TX 75038",Low
1955,Capital One,"Here youll find hackers, rockers, artists, entrepreneurs, and data scientists. Plano Town Center (31064), United States of America, Plano, Texas....",Compliance Director - Auto,"Plano, TX",Low
1956,"NLASCO SERVICES, INC.","Work with business analysts and stakeholders to understand business requirements for data analysis, reporting, and data interfaces....","Sr. Developer, Data Analysis and Reporting Systems","Dallas, TX",Low
1957,Citi,"VP, Fraud Complaints Reporting and Data Analysis Lead. The Fraud Reporting and Data Analysis Lead responsibilities include:....",VP Fraud Complaints Reporting Data Analysis Lead NA Fraud,"Irving, TX",Low
1958,CDK Global,"From data scientists to sales and operations experts, weâ€™re hiring to support your growth and ours - Green light your career ....",Territory Sales Executive - Heavy Truck,"Dallas, TX",Low
1959,Nokia Siemens Networks,Assist in design of internal audit program routines using data analytics to assess the effectiveness and efficiency of business process controls....,Internal Auditor,"Irving, TX",Low
1960,Baylor Scott & White Health,Records all experiments performed and data generated in a Laboratory notebook according to the policy and procedure established by Baylor Research Institute and...,Research Assistant I -- Colon Cancer,"Dallas, TX 75215 (South Boulevard-Park Row area)",Low
1961,"Riccione Resources, Inc.",Work with Smart Intelligence and novel data aggregation techniques to cut down the amount of time it takes to turn web-scale data resources into valuable...,"SR. SOFTWARE ENGINEER - JAVA, BIG DATA, MACHINE LEARNING","Addison, TX 75001",Low
1962,NBI Resources,Our core team of Computer scientists and Data Engineers have a passion for building tools that solove our clients most challenging and complex technical...,Senior Software Engineer (C#/.NET),"Plano, TX",Low
1963,Capital One,"Here youll find hackers, rockers, artists, entrepreneurs, and data scientists. Plano Town Center (31064), United States of America, Plano, Texas....",Senior UI Front-End Architect,"Plano, TX",Low
1964,Texas Back Institute,Some Data entry. Maintain data integrity and consistency. 2+ years of experience with data management and analysis preferred....,Research Database Analyst,"Plano, TX 75093",Low
1965,Capital One,"Here youll find designers, hackers, rockers, artists, entrepreneurs, and data scientists. Effectively and intelligently influence the iteration of designs by...",Senior User Experience Researcher (F),"Plano, TX",Low
1966,Baylor Scott & White Health,Produces patentable data. Is responsible for the scientific integrity of all data generated and assures that the data is recorded in Laboratory notebooks...,"Associate Investigator: Cancer Genetics, Epigenetics and Bio...","Dallas, TX 75215 (South Boulevard-Park Row area)",Low
1969,Strategic IT Staffing,"Doing all this with an exceptional group of software engineers, data scientists, dev-ops engineers and managers....",Senior DevOps Engineer,"Dallas, TX",Low
1970,RAPP,"Participate in corporate standards development and data quality studies. Our network of 35 offices across 30 countries supports more than 1,300 marketing...",Sr. Database Administrator,"Dallas, TX",Low
1971,Bebee Affinity Social Network,"Works with the raw data, cleanses it and finally polishes it to the format where it can be consumed by Data Scientists to create critical insights....",Principal Big Data Software Engineer,"Plano, TX 75023",Low
1972,My People Person,Track ing project objectives and give reports to various stakeholders Work ing directly with other members of the team to ensure all responsibi lities and...,Research Analyst/Training Coordinator,"Dallas, TX 75206 (M Streets area)",Low
1973,GM Financial,"Work closely with data scientists, data engineers, data architects, ETL developers, database administrators, systems engineers, application developers, and...",Lead Software Engineer - Distributed Systems,"Arlington, TX",Low
1974,"SCHRYVER MEDICAL, LLC",Reviews and interprets laboratory results and data. Must be a registered or certified Medical Technologist or Clinical Laboratory Scientist or meet equivalency...,Medical Technologist - Night Shift,"Garland, TX 75042",Low
1976,TERADEEP INC.,Large Scale Data Extraction and Preparation. Your work will be hosted on our proprietary FPGA-based servers and made visible to hyperscale data centers across...,Machine Learning / Deep Learning Internship(s),"Campbell, CA",Low
1978,PayPal,"Seeks Data Scientist 1 in San Jose, CA:. Build the analytical infrastructure required to utilize new data sources....",Data Scientist 1,"San Jose, CA",Low
1979,Equinix,We are looking for a storyteller who can weave structured and unstructured data and extract value out of it.Ideal candidate would be a strong data wrangler with...,Data Scientist,"Sunnyvale, CA",Low
1980,Direct Client,"Ability to mentor other data scientists and engineers. Ability to work on data mining, data science projects with application engineering, quality engineers and...",Data Scientist 3,"San Jose, CA",Low
1982,The MathWorks,Experience with analyzing and visualizing engineering or scientific data. In this role you will contribute your expertise in Data Analytics and spearhead the...,Senior Technical Consultant - Data Scientist (Analytics),"Sunnyvale, CA",Low
1983,Agilent,The digital channel is seeking a Data scientist to join our newly formed global digital analytics team as we build out our innovative data analytics...,Data Scientist- Digital Marketing,"Santa Clara, CA 95051",Low
1984,Google,"Data scientist role), including deep expertise and experience with statistical data analysis such as linear models, multivariate analysis, stochastic models and...","Quantitative Analyst/Statistician, Engineering, University G...","Mountain View, CA",Low
1985,EBay,"Ability to mentor other data scientists and engineers. Data Science & Analytics. The team works on heterogeneous data sets (behavioral, transaction and crawled...",Data Scientist 3,"San Jose, CA",Low
1987,Cognizant,Data Discovery & Profiling:. Provide technical guidance to the team to identify the data source and review data profiling to understand the data and its quality...,Data Scientist,"San Jose, CA",Low
1988,LumenData,LumenData is looking for a Data Scientist to lead client engagements. Thatâ€™s what makes the Data Scientist role at LumenData so fun and exciting!...,Data Scientist,"Santa Clara, CA 95054",Low
1989,Appnomic Systems Pvt. Ltd,"Strong coding, data management and data extraction skills. Weâ€™re looking for a data scientist to help us uncover insights that will shape the future of...",USA - Data Scientist,"Sunnyvale, CA",Low
1990,Ayasdi,"Data management and data extraction skills; Role As a Data Scientist at Ayasdi, you will be solving some of the most complex problems with the most...",Data Scientist (Healthcare),"Menlo Park, CA 94025",Low
1991,PayPal,"Seeks Associate Data Scientist in San Jose, CA:. Collaborate with other research scientists and engineers to formulate innovative solutions to experiment and...",Associate Data Scientist,"San Jose, CA",Low
1992,Apple,We're looking for someone with a love of data and the ability to quickly iterate on all stages of the data pipeline....,"Data Scientist, Proactive Intelligence","Santa Clara Valley, CA",Low
1995,Simplion Technologies Inc,"2+ experience as data scientist working on various data science projects. Familiar with big data technologies like Hadoop, Hive, Pig and Spark. Hi ,....",Data Scientist,"Sunnyvale, CA",Low
1996,Coursera,"Data Science Specialization. Strong applied statistics and data visualization skills. As a Data Scientist working with our Learning Experience team, youâ€™ll...","Data Scientist, Learning Experience","Mountain View, CA 94041",Low
1997,SPIN Analytics and Strategy LLC,"Leverage large-scale, multiple data sources and structures and analyze large, complex data sets. Communicate insights and recommend areas for further data...",Data Scientist,"San Jose, CA",Low
1998,Shuchi Rana Sandbox,Experiment engineers will be expected to help define and develop our core software for designing and deploying advanced experiments,Data Scientist,"Menlo Park, CA",Low
2001,GoodDolphin Technologies,"Build, mentor and lead a world class data science team to answer big data questions for business stakeholders, lead team to utilize sophisticated data analysis...",Data Scientist,"Sunnyvale, CA",Low
2002,Facebook,"Experience with field experiments, experimental design, missing data, survey sampling, and/or panel data. Scientists should be proficient in R....","Data Scientist, Core Data Science","Menlo Park, CA",Low
2003,Adobe,Advanced Analytics â€“ Data Scientist. Direct experience leveraging big data analytics platforms. Ability to structure problems into a data / analytics plan and...,Marketing & Customer Insights: Advanced Analytics â€“ Data Sci...,"San Jose, CA",Low
2004,Chegg,"Data Scientist , Customer Success & Student Outcomes. As a Data Scientist, you will work with a team of other data scientists and analysts that will focus on...","Data Scientist, Customer Success & Student Outcomes","Santa Clara, CA 95054",Low
2006,Tesla Motors,Product Excellence/Quality Data Scientist. Powertrain Product Excellence Data Scientist. This role will be suited for early career data scientist and engineers....,Product Excellence Engineer - Data Scientist,"Fremont, CA 94538 (Irvington area)",Low
2008,Apple,"We are seeking an outstanding data mining scientist who is interested in designing, developing, and fielding data mining solutions that have direct and...","Data Scientist, Internet Services Team","Santa Clara Valley, CA",Low
2009,"Ruckus Wireless, Inc","Develop new dashboards and data collection methods. Strong foundation in data structures, computational algorithms and software implementation....",Principal Data Scientist,"Sunnyvale, CA",Low
2010,Facebook,"Conceptualize and build dashboards to surface powerful data backed insights Think and work independently within a team, demonstrate creativity and deliver...","Marketing Science Analytics Associate, SMB","Menlo Park, CA",Low
2011,LinkedIn,"We are looking for a Data Scientist to join our team in developing innovative new technologies, features and products that will help further our mission of...","Data Scientist - Growth, Consumer Analytics","Mountain View, CA 94043",Low
2012,Apple,Data Collection/identification from existing internal data sources and external/public data sources. The Maps Data team has an opening for a scientist skilled...,Data Scientist,"Santa Clara Valley, CA",Low
2013,xAd,"Solid understanding of data mining, machine learning, statistical analysis and data science principles. Provide analytical insights into the user visitation...",Data Scientist,"Mountain View, CA 94043",Low
2016,Coursera,"Formal training in data science (e.g., Masters in Data Science, Data Science bootcamp graduate), Formal training in related quantitative field (e.g., Masters...",Data Science Domain Expert,"Mountain View, CA 94041",Low
2017,Adobe,"Adobe is looking for a Data Scientist who will be building the next generation of data driven products. Experience with big data techniques (such as Hadoop,...",Sr. Data Scientist,"San Jose, CA",Low
2018,C3 IoT,"In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions....",Data Scientist,"Redwood City, CA",Low
2019,Microsoft,Solid experience in very large real world data processing/analysis especially with web/social data. Analyze and process huge amounts of data by using data...,Data Scientist - Social Media,"Sunnyvale, CA",Low
2020,Verizon,Verizon Corporate Technology's Big Data Analytics Group is looking for a Data Scientist. Collaborate and mentor junior algorithm developers and data scientists...,Data Scientist,"Palo Alto, CA 94301 (Professorville area)",Low
2021,Tesla Motors,We are looking for a motivated data scientist / data scientist to help us advance our maps for Autopilot and navigation....,"Data Scientist, Autopilot Maps","Palo Alto, CA",Low
2022,Huawei,"This position will focus on data mining in the current network product database, including data extraction, linking, clustering, and inference....",Intern | Machine Learning for Network Reliability,"Santa Clara, CA",Low
2023,Vertisystem Inc.,"Looking for a passionate, experienced Data Scientist professional to join our team. Strong experience with data quality....",Data Scientist,"Sunnyvale, CA",Low
2024,"Samsung Semiconductor, Inc.","Data Scientist-Text Analytics. Experience with ETL and data aggregation processes. Work areas may include, but are not limited to, ETL processes, database...",Data Scientist- Text Analytics,"San Jose, CA",Low
2025,Facebook,The Data Scientist Analytics role has work across the following four areas:. Weâ€™re looking for data scientists to work on our core and business products at...,"Data Scientist, Analytics (Oculus)","Menlo Park, CA",Low
2027,Lockheed Martin,"The ideal candidate will develop advanced tracking algorithms and conduct analysis with overhead persistent infrared constellation systems. In additional, the",Machine Learning Data Scientist Senior,"Sunnyvale, CA",Low
2028,TARGET,"Algorithm Developer, Junior Scientist, Project Scientist. Designs and drives the creation of new standards and best practices in the use of statistical data...",Lead Data Scientist,"Sunnyvale, CA 94086",Low
2029,Comcast,The Senior Data Scientist / Research Technologist will have the skills and ability to:. Cloud and/or big data systems experience....,Sr Data Scientist/ Research Technologist,"Sunnyvale, CA 94089",Low
2030,Thermo Fisher Scientific,The Manufacturing Scientist will work under the direction of Scientists and is expected to follow standard operating procedures and other documentation....,"Manufacturing Scientist I, R&D","Fremont, CA 94538 (Irvington area)",Low
2031,Apple,Substantial data analysis experience working with large-scale data. If you are a hands on Data Scientist with deep statistical understanding and data handling...,iOS/macOS Data Analysis Data Scientist,"Santa Clara Valley, CA",Low
2033,OOCL (USA) Inc.,"Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying data sources and big data sources....",Data Scientist,"San Jose, CA 95134 (North San Jose area)",Low
