,Year,Artist Name,Track,Time,Genre,Date Entered,Date Peaked,Week,Ranking,Days to Peak
2438,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,x8th.week,67.0,14
2439,2000,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,x8th.week,64.0,70
2440,2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,x8th.week,75.0,70
2441,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,x8th.week,66.0,28
2442,2000,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,x8th.week,75.0,42
2443,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,x8th.week,73.0,28
2444,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,x8th.week,77.0,21
2445,2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,x8th.week,96.0,14
2446,2000,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,x8th.week,65.0,49
2447,2000,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,x8th.week,70.0,42
2448,2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,2000-08-05,x8th.week,89.0,21
2449,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,x8th.week,90.0,28
2452,2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,x8th.week,90.0,28
2453,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,x8th.week,84.0,77
2454,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,x8th.week,79.0,35
2456,2000,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,x8th.week,89.0,14
2457,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,x8th.week,80.0,21
2458,2000,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,x8th.week,88.0,28
2460,2000,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,x8th.week,90.0,14
2461,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,x8th.week,81.0,63
2463,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,x8th.week,78.0,7
2464,2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,x8th.week,81.0,35
2467,2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,x8th.week,86.0,35
2468,2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,x8th.week,86.0,35
2470,2000,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,x8th.week,78.0,42
2471,2000,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,x8th.week,74.0,49
2472,2000,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,x8th.week,93.0,28
2473,2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,x8th.week,95.0,21
2475,2000,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,x8th.week,76.0,14
2476,2000,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,x8th.week,80.0,77
2480,2000,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,x8th.week,76.0,42
2481,2000,"Byrd, Tracy",Put Your Hand In Mine,4:30,Country,2000-01-29,2000-02-12,x8th.week,99.0,14
2482,2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,x8th.week,81.0,35
2483,2000,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,2000-10-07,x8th.week,78.0,56
2484,2000,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,2000-01-22,x8th.week,82.0,70
2485,2000,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,2000-04-08,x8th.week,97.0,21
2486,2000,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,2000-03-25,x8th.week,93.0,28
2488,2000,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,x8th.week,82.0,56
2489,2000,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,x8th.week,91.0,28
2491,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,x8th.week,88.0,21
2493,2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,x8th.week,80.0,49
2494,2000,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,x8th.week,84.0,28
2495,2000,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,x8th.week,82.0,21
2497,2000,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,x8th.week,87.0,28
2498,2000,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,x8th.week,97.0,35
2499,2000,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,x8th.week,87.0,35
2507,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,x8th.week,92.0,70
2509,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,x8th.week,96.0,63
2511,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x8th.week,97.0,14
2514,2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,x8th.week,90.0,49
2519,2000,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,x8th.week,92.0,49
2536,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,x9th.week,1.0,56
2537,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,x9th.week,1.0,56
2538,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,x9th.week,4.0,98
2539,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,x9th.week,1.0,35
2540,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,x9th.week,9.0,70
2541,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,x9th.week,10.0,70
2542,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,x9th.week,16.0,84
2543,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,x9th.week,8.0,84
2544,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,x9th.week,1.0,49
2545,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x9th.week,32.0,273
2546,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,x9th.week,7.0,84
2547,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,x9th.week,1.0,49
2548,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x9th.week,22.0,175
2549,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,x9th.week,69.0,182
2550,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,x9th.week,12.0,91
2551,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,x9th.week,13.0,84
2552,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,x9th.week,22.0,70
2553,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,x9th.week,28.0,168
2554,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,x9th.week,17.0,105
2555,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,x9th.week,18.0,91
2556,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,x9th.week,2.0,49
2557,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,x9th.week,15.0,98
2558,2000,98,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,x9th.week,3.0,42
2559,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,x9th.week,22.0,98
2560,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,x9th.week,51.0,217
2561,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,x9th.week,13.0,112
2562,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,x9th.week,17.0,77
2563,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,x9th.week,8.0,126
2564,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,x9th.week,28.0,182
2565,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x9th.week,38.0,112
2566,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,x9th.week,5.0,77
2567,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,x9th.week,5.0,49
2568,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,x9th.week,12.0,105
2569,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,x9th.week,9.0,91
2570,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,x9th.week,11.0,91
2571,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,x9th.week,7.0,42
2572,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,x9th.week,8.0,91
2573,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,x9th.week,6.0,63
2574,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,x9th.week,7.0,63
2575,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,x9th.week,12.0,77
2576,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x9th.week,17.0,77
2577,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,x9th.week,17.0,112
2578,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x9th.week,26.0,77
2579,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,x9th.week,7.0,49
2580,2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,x9th.week,9.0,49
2581,2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,x9th.week,14.0,35
2582,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,x9th.week,56.0,315
2583,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x9th.week,30.0,140
2584,2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,x9th.week,25.0,105
2586,2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,x9th.week,14.0,91
2587,2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,x9th.week,9.0,49
2588,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,x9th.week,10.0,49
2589,2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,x9th.week,22.0,84
2590,2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,x9th.week,14.0,63
2591,2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,x9th.week,51.0,77
2592,2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,x9th.week,14.0,91
2593,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,x9th.week,13.0,63
2594,2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,x9th.week,28.0,84
2595,2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,x9th.week,21.0,70
2596,2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,x9th.week,12.0,56
2597,2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,x9th.week,15.0,77
2598,2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,x9th.week,18.0,91
2599,2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x9th.week,33.0,28
2600,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,x9th.week,19.0,70
2601,2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,x9th.week,32.0,105
2602,2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,x9th.week,24.0,42
2603,2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,x9th.week,26.0,77
2604,2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,x9th.week,18.0,28
2605,2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,x9th.week,53.0,21
2606,2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,x9th.week,24.0,105
2607,2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,x9th.week,20.0,77
2608,2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,x9th.week,19.0,56
2609,2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,x9th.week,30.0,98
2610,2000,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,x9th.week,38.0,49
2611,2000,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,x9th.week,68.0,14
2612,2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,x9th.week,22.0,28
2613,2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,x9th.week,37.0,91
2614,2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,x9th.week,26.0,105
2615,2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,x9th.week,22.0,49
2617,2000,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,x9th.week,21.0,42
2618,2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,x9th.week,30.0,77
2619,2000,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,x9th.week,45.0,35
2620,2000,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,x9th.week,64.0,49
2621,2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x9th.week,25.0,63
2622,2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,x9th.week,32.0,84
2623,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,x9th.week,47.0,84
2624,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,x9th.week,28.0,70
2625,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,x9th.week,32.0,21
2626,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,x9th.week,29.0,77
2627,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,x9th.week,34.0,91
2628,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,x9th.week,26.0,63
2629,2000,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,x9th.week,66.0,28
2630,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,x9th.week,24.0,49
2631,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,x9th.week,28.0,63
2632,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,x9th.week,37.0,77
2633,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,x9th.week,29.0,70
2634,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,x9th.week,24.0,56
2635,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x9th.week,26.0,63
2636,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,x9th.week,31.0,28
2637,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,x9th.week,27.0,63
2638,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,x9th.week,26.0,42
2639,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x9th.week,60.0,133
2640,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,x9th.week,28.0,70
2641,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,x9th.week,27.0,56
2642,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,x9th.week,31.0,63
2643,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,x9th.week,27.0,56
2644,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,x9th.week,51.0,105
2645,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,x9th.week,27.0,56
2646,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,x9th.week,36.0,49
2647,2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,x9th.week,53.0,35
2648,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,x9th.week,35.0,84
2649,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,x9th.week,33.0,49
2651,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,x9th.week,38.0,63
2652,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x9th.week,32.0,35
2653,2000,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,x9th.week,88.0,14
2654,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,x9th.week,38.0,77
2655,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,x9th.week,34.0,63
2656,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,x9th.week,37.0,70
2657,2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,x9th.week,55.0,35
2658,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,x9th.week,36.0,70
2659,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,x9th.week,39.0,84
2660,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,x9th.week,41.0,77
2661,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,x9th.week,41.0,77
2662,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,x9th.week,46.0,91
2663,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,x9th.week,34.0,35
2664,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,x9th.week,38.0,49
2665,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,x9th.week,36.0,63
2666,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,x9th.week,34.0,49
2667,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,x9th.week,36.0,70
2668,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,x9th.week,40.0,63
2669,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,x9th.week,38.0,63
2670,2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,x9th.week,42.0,42
2671,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,x9th.week,38.0,35
2672,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,x9th.week,35.0,49
2673,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x9th.week,51.0,21
2674,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,x9th.week,36.0,63
2675,2000,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,x9th.week,45.0,42
2676,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,x9th.week,42.0,42
2677,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,x9th.week,40.0,70
2678,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,x9th.week,39.0,70
2679,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,x9th.week,51.0,91
2680,2000,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,x9th.week,80.0,21
2681,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x9th.week,42.0,49
2682,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,x9th.week,56.0,98
2683,2000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,x9th.week,38.0,56
2684,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,x9th.week,44.0,77
2685,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,x9th.week,39.0,56
2686,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,x9th.week,40.0,56
2687,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,x9th.week,44.0,70
2688,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,x9th.week,44.0,63
2689,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,x9th.week,49.0,63
2690,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,x9th.week,54.0,91
2691,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,x9th.week,40.0,56
2692,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,x9th.week,45.0,70
2694,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,x9th.week,42.0,56
2695,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,x9th.week,45.0,63
2696,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,x9th.week,56.0,98
2697,2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,x9th.week,47.0,42
2698,2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,x9th.week,63.0,70
2699,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,x9th.week,44.0,56
2700,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,x9th.week,51.0,35
2701,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,x9th.week,45.0,49
2702,2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,x9th.week,49.0,49
2703,2000,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,x9th.week,100.0,14
2704,2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x9th.week,65.0,35
2705,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,x9th.week,54.0,70
2706,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x9th.week,49.0,35
2707,2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,x9th.week,48.0,42
2708,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,x9th.week,60.0,84
2709,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,x9th.week,58.0,84
2710,2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,x9th.week,81.0,14
2712,2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,x9th.week,61.0,35
2713,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x9th.week,65.0,105
2714,2000,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,x9th.week,55.0,28
2715,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,x9th.week,55.0,77
2716,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x9th.week,61.0,49
2717,2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,x9th.week,53.0,63
2719,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x9th.week,54.0,77
2720,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,x9th.week,54.0,49
2721,2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,x9th.week,82.0,28
2722,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,x9th.week,54.0,63
2723,2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,x9th.week,61.0,42
2724,2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,x9th.week,55.0,70
2725,2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,x9th.week,69.0,42
2726,2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,x9th.week,57.0,70
2727,2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,x9th.week,68.0,35
2729,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,x9th.week,62.0,42
2730,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,x9th.week,74.0,91
2731,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,x9th.week,57.0,70
2732,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,x9th.week,67.0,28
2733,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,x9th.week,58.0,49
2734,2000,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,x9th.week,82.0,28
2735,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,x9th.week,66.0,126
2736,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,x9th.week,57.0,56
2737,2000,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,x9th.week,71.0,49
2738,2000,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,x9th.week,60.0,35
2739,2000,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,x9th.week,78.0,35
